gender,race/ethnicity,parental level of education,test preparation course,math score,reading score,writing score,current_score,study_hours_per_week,attendance_rate,participation_level,homework_completion,extracurricular_activities,sleep_hours_per_night,internet_access,previous_grade
male,group B,some college,none,52,76,55,61.0,12.4,77.7,medium,often,no,5.5,yes,F
female,group C,associate's degree,completed,81,77,98,85.33,31.3,89.2,low,often,yes,5.7,yes,D
female,group C,high school,none,84,69,86,79.67,15.3,75.9,medium,always,no,5.7,no,C
female,group E,some high school,completed,66,54,63,61.0,33.2,65.8,high,rarely,no,5.7,yes,F
male,group C,master's degree,completed,87,82,77,82.0,21.7,92.0,high,rarely,yes,5.5,yes,F
female,group E,high school,completed,85,100,91,92.0,27.4,77.2,high,often,no,8.0,yes,C
female,group B,bachelor's degree,none,91,100,97,96.0,34.4,74.0,low,always,yes,8.7,no,C
male,group B,bachelor's degree,completed,91,90,97,92.67,32.3,78.0,high,sometimes,no,8.0,yes,B
male,group D,some college,completed,88,75,98,87.0,26.9,84.2,low,always,yes,7.8,yes,C
female,group B,some high school,completed,84,83,88,85.0,34.7,76.3,high,often,no,5.0,no,D
male,group A,master's degree,none,70,58,67,65.0,10.4,90.5,low,often,no,7.8,yes,D
female,group C,bachelor's degree,completed,85,97,95,92.33,31.1,76.8,high,often,no,8.4,yes,F
female,group C,some college,none,46,55,52,51.0,15.2,64.8,medium,rarely,yes,6.7,no,B
male,group A,bachelor's degree,none,83,70,91,81.33,32.5,75.0,low,sometimes,yes,8.0,yes,C
male,group B,associate's degree,none,72,52,66,63.33,19.5,93.3,high,rarely,no,6.5,no,D
male,group E,high school,none,50,41,40,43.67,8.4,85.1,low,sometimes,yes,8.9,yes,F
male,group B,master's degree,completed,100,91,98,96.33,32.7,95.6,high,sometimes,yes,8.1,yes,C
male,group E,associate's degree,completed,78,100,83,87.0,18.0,93.3,high,often,yes,8.6,yes,D
female,group D,high school,completed,75,85,81,80.33,22.5,61.0,medium,sometimes,yes,6.6,no,B
female,group D,bachelor's degree,completed,100,95,100,98.33,31.9,94.8,low,always,no,6.0,yes,A
male,group B,bachelor's degree,none,42,18,22,27.33,3.1,65.3,low,rarely,yes,7.7,no,F
male,group E,bachelor's degree,completed,89,92,80,87.0,35.0,77.3,low,always,yes,7.8,yes,D
female,group C,some high school,none,64,52,59,58.33,29.4,84.1,low,always,no,6.6,no,F
male,group D,high school,none,59,40,43,47.33,13.3,76.0,medium,sometimes,yes,8.0,no,F
female,group C,high school,completed,64,61,82,69.0,28.0,81.8,high,rarely,yes,7.2,yes,D
